ERROR   | 2021-12-05 15:19:35,184 | root     | b'out of memory'
ERROR   | 2021-12-05 15:19:35,191 | root     | got an error while analyzing quotearg_buffer_restyled
ERROR   | 2021-12-05 15:21:05,054 | root     | b'out of memory'
ERROR   | 2021-12-05 15:21:06,235 | root     | got an error while analyzing version_etc_ar
ERROR   | 2021-12-05 15:21:45,477 | root     | b'out of memory'
ERROR   | 2021-12-05 15:21:45,487 | root     | got an error while analyzing xalloc_die
ERROR   | 2021-12-05 15:21:45,843 | root     | b'out of memory'
ERROR   | 2021-12-05 15:21:45,858 | root     | got an error while analyzing extract_trimmed_name
ERROR   | 2021-12-05 15:21:46,418 | root     | b'out of memory'
ERROR   | 2021-12-05 15:21:46,432 | root     | got an error while analyzing desirable_utmp_entry
ERROR   | 2021-12-05 15:21:47,193 | root     | b'out of memory'
ERROR   | 2021-12-05 15:21:47,232 | root     | got an error while analyzing read_utmp
ERROR   | 2021-12-05 15:32:59,967 | root     | b'out of memory'
ERROR   | 2021-12-05 15:32:59,969 | root     | got an error while analyzing locale_charset
ERROR   | 2021-12-05 15:33:50,339 | root     | b'out of memory'
ERROR   | 2021-12-05 15:33:50,341 | root     | got an error while analyzing rpl_fclose
ERROR   | 2021-12-05 15:33:52,149 | root     | b'out of memory'
ERROR   | 2021-12-05 15:33:52,152 | root     | got an error while analyzing clear_ungetc_buffer_preserving_position
