ERROR   | 2021-12-05 13:29:17,916 | root     | b'out of memory'
ERROR   | 2021-12-05 13:29:17,917 | root     | got an error while analyzing Barcode_128_make_array
ERROR   | 2021-12-05 13:29:18,470 | root     | b'out of memory'
ERROR   | 2021-12-05 13:29:18,476 | root     | got an error while analyzing Barcode_128_encode
ERROR   | 2021-12-05 13:29:18,742 | root     | b'out of memory'
ERROR   | 2021-12-05 13:29:18,743 | root     | got an error while analyzing Barcode_128raw_verify
ERROR   | 2021-12-05 13:29:19,004 | root     | b'out of memory'
ERROR   | 2021-12-05 13:29:19,004 | root     | got an error while analyzing Barcode_128raw_encode
ERROR   | 2021-12-05 13:29:25,353 | root     | b'out of memory'
ERROR   | 2021-12-05 13:29:25,354 | root     | got an error while analyzing Barcode_39_verify
ERROR   | 2021-12-05 13:29:26,117 | root     | b'out of memory'
ERROR   | 2021-12-05 13:29:26,143 | root     | got an error while analyzing Barcode_39ext_verify
Killed
