ERROR   | 2021-11-30 15:29:30,918 | root     | list index out of range
ERROR   | 2021-11-30 15:29:30,918 | root     | got an error while analyzing vstrtold
ERROR   | 2021-11-30 15:52:00,266 | root     | b'out of memory'
ERROR   | 2021-11-30 15:52:00,275 | root     | got an error while analyzing print_formatted
ERROR   | 2021-11-30 15:53:48,597 | root     | b'out of memory'
ERROR   | 2021-11-30 15:53:48,604 | root     | got an error while analyzing quotearg_buffer_restyled
ERROR   | 2021-11-30 15:55:29,962 | root     | b'out of memory'
ERROR   | 2021-11-30 15:55:29,967 | root     | got an error while analyzing u8_uctomb
ERROR   | 2021-11-30 15:56:23,073 | root     | b'out of memory'
ERROR   | 2021-11-30 15:56:23,079 | root     | got an error while analyzing version_etc_va
Killed
