ERROR   | 2021-11-30 16:06:39,811 | root     | b'out of memory'
ERROR   | 2021-11-30 16:06:39,812 | root     | got an error while analyzing make_3way_diff
ERROR   | 2021-11-30 16:06:42,294 | root     | list index out of range
ERROR   | 2021-11-30 16:06:42,298 | root     | got an error while analyzing using_to_diff3_block
ERROR   | 2021-11-30 16:14:52,421 | root     | b'out of memory'
ERROR   | 2021-11-30 16:14:52,421 | root     | got an error while analyzing process_diff
ERROR   | 2021-11-30 16:14:53,104 | root     | b'out of memory'
ERROR   | 2021-11-30 16:14:53,104 | root     | got an error while analyzing skipwhite
ERROR   | 2021-11-30 16:14:53,609 | root     | b'out of memory'
ERROR   | 2021-11-30 16:14:53,609 | root     | got an error while analyzing readnum
ERROR   | 2021-11-30 16:14:54,315 | root     | b'out of memory'
ERROR   | 2021-11-30 16:14:54,315 | root     | got an error while analyzing process_diff_control
ERROR   | 2021-11-30 16:14:56,738 | root     | b'out of memory'
ERROR   | 2021-11-30 16:14:56,738 | root     | got an error while analyzing read_diff
ERROR   | 2021-11-30 16:14:57,135 | root     | b'out of memory'
ERROR   | 2021-11-30 16:14:57,135 | root     | got an error while analyzing scan_diff_line
ERROR   | 2021-11-30 16:14:57,766 | root     | b'out of memory'
ERROR   | 2021-11-30 16:14:57,767 | root     | got an error while analyzing output_diff3
ERROR   | 2021-11-30 16:14:58,118 | root     | b'out of memory'
ERROR   | 2021-11-30 16:14:58,118 | root     | got an error while analyzing dotlines
ERROR   | 2021-11-30 16:15:00,480 | root     | b'out of memory'
ERROR   | 2021-11-30 16:15:00,480 | root     | got an error while analyzing fatal
ERROR   | 2021-11-30 16:15:01,110 | root     | b'out of memory'
ERROR   | 2021-11-30 16:15:01,110 | root     | got an error while analyzing perror_with_exit
ERROR   | 2021-11-30 16:15:05,498 | root     | b'out of memory'
ERROR   | 2021-11-30 16:15:05,498 | root     | got an error while analyzing mbsstr_trimmed_wordbounded
Killed
