ERROR   | 2021-11-30 17:06:49,034 | root     | b'out of memory'
ERROR   | 2021-11-30 17:06:49,035 | root     | got an error while analyzing init_primitives
ERROR   | 2021-11-30 17:07:23,396 | root     | b'out of memory'
ERROR   | 2021-11-30 17:07:23,396 | root     | got an error while analyzing execute_state
ERROR   | 2021-11-30 17:07:25,638 | root     | b'out of memory'
ERROR   | 2021-11-30 17:07:25,639 | root     | got an error while analyzing eval_begin_rules
ERROR   | 2021-11-30 17:07:27,991 | root     | b'out of memory'
ERROR   | 2021-11-30 17:07:27,991 | root     | got an error while analyzing eval_end_rules
ERROR   | 2021-11-30 17:08:09,370 | root     | list index out of range
ERROR   | 2021-11-30 17:08:09,371 | root     | got an error while analyzing yylex
ERROR   | 2021-11-30 17:08:11,611 | root     | b'out of memory'
ERROR   | 2021-11-30 17:08:11,612 | root     | got an error while analyzing yy_get_next_buffer
ERROR   | 2021-11-30 17:08:16,024 | root     | b'out of memory'
ERROR   | 2021-11-30 17:08:16,024 | root     | got an error while analyzing yy_try_NUL_trans
ERROR   | 2021-11-30 17:08:18,269 | root     | b'out of memory'
ERROR   | 2021-11-30 17:08:18,269 | root     | got an error while analyzing yyunput
ERROR   | 2021-11-30 17:08:20,495 | root     | b'out of memory'
ERROR   | 2021-11-30 17:08:20,496 | root     | got an error while analyzing input
ERROR   | 2021-11-30 17:08:27,241 | root     | b'out of memory'
ERROR   | 2021-11-30 17:08:27,241 | root     | got an error while analyzing yy_load_buffer_state
ERROR   | 2021-11-30 17:08:30,503 | root     | list index out of range
ERROR   | 2021-11-30 17:08:30,504 | root     | got an error while analyzing yy_create_buffer
ERROR   | 2021-11-30 17:08:35,092 | root     | b'out of memory'
ERROR   | 2021-11-30 17:08:35,092 | root     | got an error while analyzing yy_init_buffer
ERROR   | 2021-11-30 17:08:52,077 | root     | list index out of range
ERROR   | 2021-11-30 17:08:52,077 | root     | got an error while analyzing yy_scan_bytes
ERROR   | 2021-11-30 17:08:54,283 | root     | list index out of range
ERROR   | 2021-11-30 17:08:54,283 | root     | got an error while analyzing yy_fatal_error
ERROR   | 2021-11-30 17:10:22,562 | root     | b'out of memory'
ERROR   | 2021-11-30 17:10:22,563 | root     | got an error while analyzing regex_compile
ERROR   | 2021-11-30 17:10:24,790 | root     | b'out of memory'
ERROR   | 2021-11-30 17:10:24,790 | root     | got an error while analyzing store_op1
ERROR   | 2021-11-30 17:10:27,010 | root     | b'out of memory'
ERROR   | 2021-11-30 17:10:27,010 | root     | got an error while analyzing store_op2
ERROR   | 2021-11-30 17:10:33,980 | root     | list index out of range
ERROR   | 2021-11-30 17:10:33,981 | root     | got an error while analyzing at_begline_loc_p
ERROR   | 2021-11-30 17:10:37,011 | root     | b'out of memory'
ERROR   | 2021-11-30 17:10:37,011 | root     | got an error while analyzing at_endline_loc_p
ERROR   | 2021-11-30 17:10:41,643 | root     | b'out of memory'
ERROR   | 2021-11-30 17:10:41,643 | root     | got an error while analyzing compile_range
ERROR   | 2021-11-30 17:10:43,860 | root     | b'out of memory'
ERROR   | 2021-11-30 17:10:43,860 | root     | got an error while analyzing re_compile_fastmap
ERROR   | 2021-11-30 17:10:46,228 | root     | list index out of range
ERROR   | 2021-11-30 17:10:46,229 | root     | got an error while analyzing re_set_registers
ERROR   | 2021-11-30 17:10:50,643 | root     | b'out of memory'
ERROR   | 2021-11-30 17:10:50,644 | root     | got an error while analyzing re_search_2
ERROR   | 2021-11-30 17:10:58,165 | root     | b'out of memory'
ERROR   | 2021-11-30 17:10:58,166 | root     | got an error while analyzing re_match_2_internal
ERROR   | 2021-11-30 17:11:00,416 | root     | b'out of memory'
ERROR   | 2021-11-30 17:11:00,416 | root     | got an error while analyzing group_match_null_string_p
ERROR   | 2021-11-30 17:11:05,016 | root     | b'out of memory'
ERROR   | 2021-11-30 17:11:05,016 | root     | got an error while analyzing common_op_match_null_string_p
ERROR   | 2021-11-30 17:11:09,552 | root     | b'out of memory'
ERROR   | 2021-11-30 17:11:09,553 | root     | got an error while analyzing re_compile_pattern
ERROR   | 2021-11-30 17:11:12,624 | root     | list index out of range
ERROR   | 2021-11-30 17:11:12,625 | root     | got an error while analyzing regcomp
ERROR   | 2021-11-30 17:11:14,843 | root     | b'out of memory'
ERROR   | 2021-11-30 17:11:14,844 | root     | got an error while analyzing regexec
ERROR   | 2021-11-30 17:11:19,416 | root     | b'out of memory'
ERROR   | 2021-11-30 17:11:19,417 | root     | got an error while analyzing regfree
