ERROR   | 2021-12-03 11:37:23,510 | root     | b'out of memory'
ERROR   | 2021-12-03 11:37:23,518 | root     | got an error while analyzing gcd2_odd
ERROR   | 2021-12-03 11:37:25,503 | root     | b'out of memory'
ERROR   | 2021-12-03 11:37:25,507 | root     | got an error while analyzing factor_insert_multiplicity
ERROR   | 2021-12-03 11:37:26,534 | root     | b'out of memory'
ERROR   | 2021-12-03 11:37:26,538 | root     | got an error while analyzing mp_factor_init
ERROR   | 2021-12-03 11:37:27,199 | root     | b'out of memory'
ERROR   | 2021-12-03 11:37:27,214 | root     | got an error while analyzing mp_factor_clear
ERROR   | 2021-12-03 11:52:24,052 | root     | b'out of memory'
ERROR   | 2021-12-03 11:52:24,629 | root     | got an error while analyzing millerrabin2
ERROR   | 2021-12-03 12:06:31,673 | root     | b'out of memory'
ERROR   | 2021-12-03 12:06:31,675 | root     | got an error while analyzing strto2uintmax
ERROR   | 2021-12-03 12:06:33,129 | root     | b'out of memory'
ERROR   | 2021-12-03 12:06:33,131 | root     | got an error while analyzing lbuf_flush
ERROR   | 2021-12-03 12:19:14,779 | root     | b'out of memory'
ERROR   | 2021-12-03 12:19:14,787 | root     | got an error while analyzing mbsstr_trimmed_wordbounded
ERROR   | 2021-12-03 12:19:30,785 | root     | b'out of memory'
ERROR   | 2021-12-03 12:19:30,789 | root     | got an error while analyzing clone_quoting_options
ERROR   | 2021-12-03 12:27:47,272 | root     | b'out of memory'
ERROR   | 2021-12-03 12:27:47,277 | root     | got an error while analyzing quotearg_buffer_restyled
ERROR   | 2021-12-03 12:27:48,206 | root     | b'out of memory'
ERROR   | 2021-12-03 12:27:48,211 | root     | got an error while analyzing quotearg_buffer
ERROR   | 2021-12-03 12:27:49,270 | root     | b'out of memory'
ERROR   | 2021-12-03 12:27:49,278 | root     | got an error while analyzing quotearg_alloc_mem
ERROR   | 2021-12-03 12:27:50,204 | root     | b'out of memory'
ERROR   | 2021-12-03 12:27:50,225 | root     | got an error while analyzing quotearg_n_options
Killed
