ERROR   | 2021-12-03 17:41:01,547 | root     | b'out of memory'
ERROR   | 2021-12-03 17:41:01,549 | root     | got an error while analyzing parse_args_asm
ERROR   | 2021-12-03 17:41:01,945 | root     | b'out of memory'
ERROR   | 2021-12-03 17:41:01,947 | root     | got an error while analyzing get_token_asm
ERROR   | 2021-12-03 17:41:14,400 | root     | b'out of memory'
ERROR   | 2021-12-03 17:41:14,402 | root     | got an error while analyzing get_token_text
ERROR   | 2021-12-03 17:44:30,774 | root     | b'out of memory'
ERROR   | 2021-12-03 17:44:30,774 | root     | got an error while analyzing parse_args_perl
ERROR   | 2021-12-03 17:44:31,187 | root     | b'out of memory'
ERROR   | 2021-12-03 17:44:31,187 | root     | got an error while analyzing get_token_perl
ERROR   | 2021-12-03 17:46:48,852 | root     | b'out of memory'
ERROR   | 2021-12-03 17:46:48,858 | root     | got an error while analyzing walk_sub_dirs
ERROR   | 2021-12-03 17:50:07,795 | root     | b'out of memory'
ERROR   | 2021-12-03 17:50:07,811 | root     | got an error while analyzing mark_member_file_links
Killed
