WARNING | 2021-12-03 21:36:17,729 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_context
WARNING | 2021-12-03 21:36:17,729 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_maildir_record
WARNING | 2021-12-03 21:36:17,729 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_imaps_record
WARNING | 2021-12-03 21:36:17,729 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_c_tab
WARNING | 2021-12-03 21:36:17,729 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_smtps_record
WARNING | 2021-12-03 21:36:17,729 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_nntp_record
WARNING | 2021-12-03 21:36:17,729 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_smtp_record
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_pops_record
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_record
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_prog_record
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strin
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_pop_record
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_profile
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_program_name
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_sendmail_record
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mbox_record
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_imap_record
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strerr
WARNING | 2021-12-03 21:36:17,730 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strout
WARNING | 2021-12-03 21:36:17,731 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_version_copyright
WARNING | 2021-12-03 21:36:17,737 | cle.loader | For more information about "Symbol was allocated without a known size", see https://docs.angr.io/extending-angr/environment#simdata
ERROR   | 2021-12-03 21:55:06,631 | root     | b'out of memory'
ERROR   | 2021-12-03 21:55:06,632 | root     | got an error while analyzing print_hdr_string
ERROR   | 2021-12-03 21:57:59,865 | root     | list index out of range
ERROR   | 2021-12-03 21:57:59,871 | root     | got an error while analyzing mh_fvm_run
ERROR   | 2021-12-03 21:59:46,068 | root     | b'out of memory'
ERROR   | 2021-12-03 21:59:46,094 | root     | got an error while analyzing builtin_nonzero
ERROR   | 2021-12-03 21:59:46,771 | root     | b'out of memory'
ERROR   | 2021-12-03 21:59:46,777 | root     | got an error while analyzing builtin_zero
ERROR   | 2021-12-03 21:59:47,468 | root     | b'out of memory'
ERROR   | 2021-12-03 21:59:47,468 | root     | got an error while analyzing builtin_null
ERROR   | 2021-12-03 21:59:48,248 | root     | b'out of memory'
ERROR   | 2021-12-03 21:59:48,258 | root     | got an error while analyzing builtin_nonnull
ERROR   | 2021-12-03 22:02:03,111 | root     | b'out of memory'
ERROR   | 2021-12-03 22:02:03,118 | root     | got an error while analyzing builtin_compval
ERROR   | 2021-12-03 22:15:15,713 | root     | b'out of memory'
ERROR   | 2021-12-03 22:15:15,717 | root     | got an error while analyzing extract_labels
ERROR   | 2021-12-03 22:15:19,745 | root     | b'out of memory'
ERROR   | 2021-12-03 22:15:19,746 | root     | got an error while analyzing mh_format_dump_disass
ERROR   | 2021-12-03 22:15:42,845 | root     | b'out of memory'
ERROR   | 2021-12-03 22:15:42,848 | root     | got an error while analyzing mh_fvm_create
Killed
