ERROR   | 2021-12-03 19:23:49,355 | root     | b'out of memory'
ERROR   | 2021-12-03 19:23:49,360 | root     | got an error while analyzing localhost
ERROR   | 2021-12-03 19:27:59,551 | root     | b'out of memory'
ERROR   | 2021-12-03 19:27:59,581 | root     | got an error while analyzing find_long_option
ERROR   | 2021-12-03 19:28:48,360 | root     | b'out of memory'
ERROR   | 2021-12-03 19:28:48,617 | root     | got an error while analyzing group_parse
ERROR   | 2021-12-03 19:29:42,646 | root     | b'out of memory'
ERROR   | 2021-12-03 19:29:43,057 | root     | got an error while analyzing convert_options
ERROR   | 2021-12-03 19:31:39,199 | root     | b'out of memory'
ERROR   | 2021-12-03 19:31:39,204 | root     | got an error while analyzing parser_finalize
ERROR   | 2021-12-03 19:31:39,901 | root     | b'out of memory'
ERROR   | 2021-12-03 19:31:39,906 | root     | got an error while analyzing parser_parse_arg
ERROR   | 2021-12-03 19:31:41,375 | root     | b'out of memory'
ERROR   | 2021-12-03 19:31:41,378 | root     | got an error while analyzing parser_parse_next
Killed
