ERROR   | 2021-12-03 12:19:31,148 | root     | b'out of memory'
ERROR   | 2021-12-03 12:19:31,152 | root     | got an error while analyzing matcher_error
ERROR   | 2021-12-03 12:23:56,045 | root     | b'out of memory'
ERROR   | 2021-12-03 12:23:56,051 | root     | got an error while analyzing copy_unescaped_string
ERROR   | 2021-12-03 12:23:58,289 | root     | b'out of memory'
ERROR   | 2021-12-03 12:23:58,293 | root     | got an error while analyzing compile_regex
ERROR   | 2021-12-03 12:24:07,036 | root     | b'out of memory'
ERROR   | 2021-12-03 12:24:07,039 | root     | got an error while analyzing initialize_regex
ERROR   | 2021-12-03 12:26:03,781 | root     | b'out of memory'
ERROR   | 2021-12-03 12:26:03,788 | root     | got an error while analyzing digest_word_file
Killed
