WARNING | 2021-12-03 21:07:25,297 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_context
WARNING | 2021-12-03 21:07:25,297 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_maildir_record
WARNING | 2021-12-03 21:07:25,297 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_imaps_record
WARNING | 2021-12-03 21:07:25,297 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_c_tab
WARNING | 2021-12-03 21:07:25,297 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_smtps_record
WARNING | 2021-12-03 21:07:25,297 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_nntp_record
WARNING | 2021-12-03 21:07:25,297 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_smtp_record
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_msgset_formats
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_pops_record
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_record
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_prog_record
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strin
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_pop_record
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_profile
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_program_name
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_sendmail_record
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mbox_record
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_imap_record
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strerr
WARNING | 2021-12-03 21:07:25,298 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strout
WARNING | 2021-12-03 21:07:25,299 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_version_copyright
WARNING | 2021-12-03 21:07:25,305 | cle.loader | For more information about "Symbol was allocated without a known size", see https://docs.angr.io/extending-angr/environment#simdata
ERROR   | 2021-12-03 21:46:32,971 | root     | 
ERROR   | 2021-12-03 21:46:32,974 | root     | got an error while analyzing pick_yyparse
ERROR   | 2021-12-03 21:59:46,382 | root     | b'out of memory'
ERROR   | 2021-12-03 21:59:46,383 | root     | got an error while analyzing opt_init
ERROR   | 2021-12-03 21:59:47,081 | root     | b'out of memory'
ERROR   | 2021-12-03 21:59:47,084 | root     | got an error while analyzing mh_getopt_ext
ERROR   | 2021-12-03 21:59:52,646 | root     | b'out of memory'
ERROR   | 2021-12-03 21:59:52,650 | root     | got an error while analyzing mh_opt_notimpl
ERROR   | 2021-12-03 22:02:03,001 | root     | b'out of memory'
ERROR   | 2021-12-03 22:02:03,004 | root     | got an error while analyzing mh_opt_notimpl_warning
ERROR   | 2021-12-03 22:15:18,627 | root     | b'out of memory'
ERROR   | 2021-12-03 22:15:18,632 | root     | got an error while analyzing match_char_class
ERROR   | 2021-12-03 22:49:34,367 | root     | b'out of memory'
ERROR   | 2021-12-03 22:49:34,368 | root     | got an error while analyzing yytnamerr
ERROR   | 2021-12-03 22:49:35,323 | root     | b'out of memory'
ERROR   | 2021-12-03 22:49:35,339 | root     | got an error while analyzing yysyntax_error
Killed
