ERROR   | 2021-12-03 13:16:32,944 | root     | b'out of memory'
ERROR   | 2021-12-03 13:16:32,945 | root     | got an error while analyzing fillbuf
ERROR   | 2021-12-03 13:16:46,655 | root     | b'out of memory'
ERROR   | 2021-12-03 13:16:46,657 | root     | got an error while analyzing human_numcompare
ERROR   | 2021-12-03 13:17:02,772 | root     | b'out of memory'
ERROR   | 2021-12-03 13:17:02,776 | root     | got an error while analyzing numcompare
ERROR   | 2021-12-03 13:17:11,723 | root     | list index out of range
ERROR   | 2021-12-03 13:17:11,725 | root     | got an error while analyzing nan_compare
ERROR   | 2021-12-03 13:17:12,465 | root     | list index out of range
ERROR   | 2021-12-03 13:17:12,468 | root     | got an error while analyzing general_numcompare
ERROR   | 2021-12-03 13:18:02,035 | root     | b'out of memory'
ERROR   | 2021-12-03 13:18:02,045 | root     | got an error while analyzing getmonth
ERROR   | 2021-12-03 13:19:44,214 | root     | b'out of memory'
ERROR   | 2021-12-03 13:19:44,222 | root     | got an error while analyzing debug_key
ERROR   | 2021-12-03 13:20:47,218 | root     | b'out of memory'
ERROR   | 2021-12-03 13:20:47,222 | root     | got an error while analyzing key_to_opts
ERROR   | 2021-12-03 13:25:17,190 | root     | b'out of memory'
ERROR   | 2021-12-03 13:25:17,193 | root     | got an error while analyzing keycompare
ERROR   | 2021-12-03 13:26:03,727 | root     | b'out of memory'
ERROR   | 2021-12-03 13:26:03,729 | root     | got an error while analyzing check
ERROR   | 2021-12-03 13:26:06,584 | root     | b'out of memory'
ERROR   | 2021-12-03 13:26:06,586 | root     | got an error while analyzing open_input_files
ERROR   | 2021-12-03 13:28:59,937 | root     | b'out of memory'
ERROR   | 2021-12-03 13:28:59,937 | root     | got an error while analyzing mergefps
ERROR   | 2021-12-03 13:29:52,976 | root     | b'out of memory'
ERROR   | 2021-12-03 13:29:52,984 | root     | got an error while analyzing mergelines
ERROR   | 2021-12-03 13:30:18,072 | root     | b'out of memory'
ERROR   | 2021-12-03 13:30:18,073 | root     | got an error while analyzing merge_tree_init
ERROR   | 2021-12-03 13:36:24,850 | root     | b'out of memory'
ERROR   | 2021-12-03 13:36:24,853 | root     | got an error while analyzing mergelines_node
ERROR   | 2021-12-03 13:36:28,371 | root     | b'out of memory'
ERROR   | 2021-12-03 13:36:28,375 | root     | got an error while analyzing queue_check_insert_parent
ERROR   | 2021-12-03 13:36:29,086 | root     | b'out of memory'
ERROR   | 2021-12-03 13:36:29,089 | root     | got an error while analyzing merge_loop
ERROR   | 2021-12-03 13:36:41,969 | root     | b'out of memory'
ERROR   | 2021-12-03 13:36:41,971 | root     | got an error while analyzing sortlines_thread
ERROR   | 2021-12-03 13:38:53,275 | root     | b'out of memory'
ERROR   | 2021-12-03 13:38:53,278 | root     | got an error while analyzing avoid_trashing_input
ERROR   | 2021-12-03 13:46:16,595 | root     | b'out of memory'
ERROR   | 2021-12-03 13:46:16,598 | root     | got an error while analyzing sort
ERROR   | 2021-12-03 13:46:17,331 | root     | b'out of memory'
ERROR   | 2021-12-03 13:46:17,335 | root     | got an error while analyzing insertkey
ERROR   | 2021-12-03 13:47:01,601 | root     | list index out of range
ERROR   | 2021-12-03 13:47:01,888 | root     | got an error while analyzing badfieldspec
Killed
