ERROR   | 2021-12-03 13:11:14,098 | root     | b'out of memory'
ERROR   | 2021-12-03 13:11:14,101 | root     | got an error while analyzing canonicalize_filename_mode
ERROR   | 2021-12-03 13:11:17,793 | root     | b'out of memory'
ERROR   | 2021-12-03 13:11:17,794 | root     | got an error while analyzing close_stdin
ERROR   | 2021-12-03 13:11:23,279 | root     | b'out of memory'
ERROR   | 2021-12-03 13:11:23,285 | root     | got an error while analyzing dir_len
ERROR   | 2021-12-03 13:11:28,877 | root     | b'out of memory'
ERROR   | 2021-12-03 13:11:28,882 | root     | got an error while analyzing last_component
ERROR   | 2021-12-03 13:19:43,926 | root     | b'out of memory'
ERROR   | 2021-12-03 13:19:43,929 | root     | got an error while analyzing strmode
ERROR   | 2021-12-03 13:19:44,716 | root     | b'out of memory'
ERROR   | 2021-12-03 13:19:44,721 | root     | got an error while analyzing filemodestring
Killed
