ERROR   | 2021-12-03 17:55:29,407 | root     | b'out of memory'
ERROR   | 2021-12-03 17:55:29,412 | root     | got an error while analyzing make_hol
ERROR   | 2021-12-03 17:55:31,137 | root     | b'out of memory'
ERROR   | 2021-12-03 17:55:31,138 | root     | got an error while analyzing hol_add_cluster
ERROR   | 2021-12-03 17:55:34,868 | root     | b'out of memory'
ERROR   | 2021-12-03 17:55:34,869 | root     | got an error while analyzing hol_free
ERROR   | 2021-12-03 17:55:35,278 | root     | b'out of memory'
ERROR   | 2021-12-03 17:55:35,281 | root     | got an error while analyzing hol_entry_short_iterate
ERROR   | 2021-12-03 17:55:35,902 | root     | b'out of memory'
ERROR   | 2021-12-03 17:55:35,905 | root     | got an error while analyzing until_short
ERROR   | 2021-12-03 17:55:36,233 | root     | b'out of memory'
ERROR   | 2021-12-03 17:55:36,233 | root     | got an error while analyzing hol_entry_first_short
ERROR   | 2021-12-03 17:55:36,570 | root     | b'out of memory'
ERROR   | 2021-12-03 17:55:36,570 | root     | got an error while analyzing hol_entry_first_long
ERROR   | 2021-12-03 17:56:07,001 | root     | b'out of memory'
ERROR   | 2021-12-03 17:56:07,015 | root     | got an error while analyzing hol_find_entry
ERROR   | 2021-12-03 17:56:53,826 | root     | b'out of memory'
ERROR   | 2021-12-03 17:56:54,067 | root     | got an error while analyzing hol_set_group
ERROR   | 2021-12-03 18:00:57,984 | root     | b'out of memory'
ERROR   | 2021-12-03 18:00:57,986 | root     | got an error while analyzing canon_doc_option
ERROR   | 2021-12-03 18:00:58,311 | root     | b'out of memory'
ERROR   | 2021-12-03 18:00:58,312 | root     | got an error while analyzing hol_entry_cmp
ERROR   | 2021-12-03 18:01:09,343 | root     | b'out of memory'
ERROR   | 2021-12-03 18:01:09,349 | root     | got an error while analyzing hol_sort
ERROR   | 2021-12-03 18:04:37,769 | root     | b'out of memory'
ERROR   | 2021-12-03 18:04:38,410 | root     | got an error while analyzing hol_append
ERROR   | 2021-12-03 18:08:06,836 | root     | b'out of memory'
ERROR   | 2021-12-03 18:08:06,837 | root     | got an error while analyzing hol_entry_help
ERROR   | 2021-12-03 18:08:07,180 | root     | b'out of memory'
ERROR   | 2021-12-03 18:08:07,183 | root     | got an error while analyzing hol_help
ERROR   | 2021-12-03 18:08:07,530 | root     | b'out of memory'
ERROR   | 2021-12-03 18:08:07,535 | root     | got an error while analyzing add_argless_short_opt
ERROR   | 2021-12-03 18:08:07,834 | root     | b'out of memory'
ERROR   | 2021-12-03 18:08:07,836 | root     | got an error while analyzing usage_argful_short_opt
ERROR   | 2021-12-03 18:08:42,348 | root     | b'out of memory'
ERROR   | 2021-12-03 18:08:42,365 | root     | got an error while analyzing usage_long_opt
ERROR   | 2021-12-03 18:09:21,860 | root     | b'out of memory'
ERROR   | 2021-12-03 18:09:21,865 | root     | got an error while analyzing hol_usage
ERROR   | 2021-12-03 18:09:22,318 | root     | b'out of memory'
ERROR   | 2021-12-03 18:09:22,329 | root     | got an error while analyzing argp_hol
ERROR   | 2021-12-03 18:12:04,727 | root     | b'out of memory'
ERROR   | 2021-12-03 18:12:04,731 | root     | got an error while analyzing argp_args_usage
ERROR   | 2021-12-03 18:12:05,086 | root     | b'out of memory'
ERROR   | 2021-12-03 18:12:05,091 | root     | got an error while analyzing argp_doc
Killed
