ERROR   | 2021-12-03 11:35:40,743 | root     | b'out of memory'
ERROR   | 2021-12-03 11:35:40,753 | root     | got an error while analyzing dump_relocations
ERROR   | 2021-12-03 12:35:00,584 | root     | b'out of memory'
ERROR   | 2021-12-03 12:35:00,680 | root     | got an error while analyzing dump_ia64_vms_dynamic_fixups
ERROR   | 2021-12-03 12:36:42,487 | root     | b'out of memory'
ERROR   | 2021-12-03 12:36:42,489 | root     | got an error while analyzing find_symbol_for_address
ERROR   | 2021-12-03 12:38:18,885 | root     | b'out of memory'
ERROR   | 2021-12-03 12:38:18,887 | root     | got an error while analyzing dump_ia64_unwind
ERROR   | 2021-12-03 12:39:53,933 | root     | b'out of memory'
ERROR   | 2021-12-03 12:39:53,935 | root     | got an error while analyzing dump_hppa_unwind
ERROR   | 2021-12-03 12:42:59,886 | root     | b'out of memory'
ERROR   | 2021-12-03 12:42:59,897 | root     | got an error while analyzing get_unwind_section_word
ERROR   | 2021-12-03 13:08:38,454 | root     | b'out of memory'
ERROR   | 2021-12-03 13:08:38,455 | root     | got an error while analyzing dump_arm_unwind
ERROR   | 2021-12-03 13:16:37,395 | root     | b'out of memory'
ERROR   | 2021-12-03 13:16:37,400 | root     | got an error while analyzing apply_relocations
ERROR   | 2021-12-03 13:17:02,772 | root     | b'out of memory'
ERROR   | 2021-12-03 13:17:02,776 | root     | got an error while analyzing get_section_contents
ERROR   | 2021-12-03 13:25:15,485 | root     | b'out of memory'
ERROR   | 2021-12-03 13:25:15,489 | root     | got an error while analyzing load_specific_debug_section
Killed
