ERROR   | 2021-12-03 13:11:22,891 | root     | b'out of memory'
ERROR   | 2021-12-03 13:11:22,893 | root     | got an error while analyzing triple_hash
ERROR   | 2021-12-03 13:11:23,341 | root     | b'out of memory'
ERROR   | 2021-12-03 13:11:23,346 | root     | got an error while analyzing triple_hash_no_name
ERROR   | 2021-12-03 13:11:27,531 | root     | b'out of memory'
ERROR   | 2021-12-03 13:11:27,532 | root     | got an error while analyzing triple_compare
ERROR   | 2021-12-03 13:11:28,038 | root     | b'out of memory'
ERROR   | 2021-12-03 13:11:28,044 | root     | got an error while analyzing triple_compare_ino_str
ERROR   | 2021-12-03 13:11:28,486 | root     | b'out of memory'
ERROR   | 2021-12-03 13:11:28,524 | root     | got an error while analyzing triple_free
ERROR   | 2021-12-03 13:11:28,922 | root     | list index out of range
ERROR   | 2021-12-03 13:11:28,922 | root     | got an error while analyzing octal_to_mode
ERROR   | 2021-12-03 13:11:29,354 | root     | list index out of range
ERROR   | 2021-12-03 13:11:29,362 | root     | got an error while analyzing make_node_op_equals
ERROR   | 2021-12-03 13:11:31,670 | root     | b'out of memory'
ERROR   | 2021-12-03 13:11:31,710 | root     | got an error while analyzing mode_compile
ERROR   | 2021-12-03 13:11:34,262 | root     | list index out of range
ERROR   | 2021-12-03 13:11:34,310 | root     | got an error while analyzing mode_create_from_ref
ERROR   | 2021-12-03 13:11:34,800 | root     | list index out of range
ERROR   | 2021-12-03 13:11:34,805 | root     | got an error while analyzing mode_adjust
ERROR   | 2021-12-03 13:16:36,460 | root     | b'out of memory'
ERROR   | 2021-12-03 13:16:36,468 | root     | got an error while analyzing quotearg_buffer_restyled
ERROR   | 2021-12-03 13:17:11,854 | root     | b'out of memory'
ERROR   | 2021-12-03 13:17:11,854 | root     | got an error while analyzing quotearg_buffer
ERROR   | 2021-12-03 13:18:03,021 | root     | b'out of memory'
ERROR   | 2021-12-03 13:18:03,103 | root     | got an error while analyzing quotearg_alloc_mem
ERROR   | 2021-12-03 13:19:41,870 | root     | b'out of memory'
ERROR   | 2021-12-03 13:19:41,870 | root     | got an error while analyzing version_etc_va
ERROR   | 2021-12-03 13:19:44,872 | root     | b'out of memory'
ERROR   | 2021-12-03 13:19:44,877 | root     | got an error while analyzing x2nrealloc
ERROR   | 2021-12-03 13:25:13,888 | root     | b'out of memory'
ERROR   | 2021-12-03 13:25:13,891 | root     | got an error while analyzing xstrtoumax
ERROR   | 2021-12-03 13:25:14,518 | root     | b'out of memory'
ERROR   | 2021-12-03 13:25:14,524 | root     | got an error while analyzing AD_compare
ERROR   | 2021-12-03 13:25:17,268 | root     | b'out of memory'
ERROR   | 2021-12-03 13:25:17,268 | root     | got an error while analyzing setup_dir
ERROR   | 2021-12-03 13:27:52,117 | root     | b'out of memory'
ERROR   | 2021-12-03 13:27:52,119 | root     | got an error while analyzing fts_open
ERROR   | 2021-12-03 13:29:52,725 | root     | b'out of memory'
ERROR   | 2021-12-03 13:29:52,729 | root     | got an error while analyzing fts_close
ERROR   | 2021-12-03 13:30:39,118 | root     | b'out of memory'
ERROR   | 2021-12-03 13:30:39,133 | root     | got an error while analyzing LCO_hash
Killed
