ERROR   | 2021-12-02 17:26:27,044 | root     | b'out of memory'
ERROR   | 2021-12-02 17:26:27,050 | root     | got an error while analyzing mode_adjust
ERROR   | 2021-12-02 17:26:29,114 | root     | b'out of memory'
ERROR   | 2021-12-02 17:26:29,117 | root     | got an error while analyzing clone_quoting_options
ERROR   | 2021-12-02 17:28:46,260 | root     | b'out of memory'
ERROR   | 2021-12-02 17:28:46,262 | root     | got an error while analyzing quotearg_buffer_restyled
ERROR   | 2021-12-02 17:30:49,350 | root     | b'out of memory'
ERROR   | 2021-12-02 17:30:49,356 | root     | got an error while analyzing savewd_chdir
ERROR   | 2021-12-02 17:32:30,628 | root     | b'out of memory'
ERROR   | 2021-12-02 17:32:30,629 | root     | got an error while analyzing version_etc_ar
ERROR   | 2021-12-02 17:32:31,068 | root     | b'out of memory'
ERROR   | 2021-12-02 17:32:31,068 | root     | got an error while analyzing version_etc_va
ERROR   | 2021-12-02 17:35:17,200 | root     | b'out of memory'
ERROR   | 2021-12-02 17:35:17,204 | root     | got an error while analyzing restore_initial_cwd
ERROR   | 2021-12-02 17:35:55,520 | root     | b'out of memory'
ERROR   | 2021-12-02 17:35:55,802 | root     | got an error while analyzing diropen
ERROR   | 2021-12-02 17:39:08,843 | root     | b'out of memory'
ERROR   | 2021-12-02 17:39:08,848 | root     | got an error while analyzing fts_open
ERROR   | 2021-12-02 17:39:09,494 | root     | b'out of memory'
ERROR   | 2021-12-02 17:39:09,494 | root     | got an error while analyzing fts_load
ERROR   | 2021-12-02 17:39:10,068 | root     | b'out of memory'
ERROR   | 2021-12-02 17:39:10,079 | root     | got an error while analyzing fts_close
ERROR   | 2021-12-02 17:39:11,657 | root     | b'out of memory'
ERROR   | 2021-12-02 17:39:11,664 | root     | got an error while analyzing LCO_hash
ERROR   | 2021-12-02 17:39:16,406 | root     | b'out of memory'
ERROR   | 2021-12-02 17:39:16,412 | root     | got an error while analyzing LCO_compare
ERROR   | 2021-12-02 17:39:17,687 | root     | b'out of memory'
ERROR   | 2021-12-02 17:39:17,758 | root     | got an error while analyzing link_count_optimize_ok
ERROR   | 2021-12-02 17:40:21,961 | root     | b'out of memory'
ERROR   | 2021-12-02 17:40:21,963 | root     | got an error while analyzing fts_read
ERROR   | 2021-12-02 17:46:47,752 | root     | b'out of memory'
ERROR   | 2021-12-02 17:46:47,753 | root     | got an error while analyzing fts_build
ERROR   | 2021-12-02 17:46:48,348 | root     | b'out of memory'
ERROR   | 2021-12-02 17:46:48,348 | root     | got an error while analyzing fts_stat
ERROR   | 2021-12-02 17:46:48,943 | root     | b'out of memory'
ERROR   | 2021-12-02 17:46:48,943 | root     | got an error while analyzing fts_compar
ERROR   | 2021-12-02 17:46:49,548 | root     | b'out of memory'
ERROR   | 2021-12-02 17:46:49,549 | root     | got an error while analyzing fts_sort
ERROR   | 2021-12-02 17:46:50,567 | root     | b'out of memory'
ERROR   | 2021-12-02 17:46:50,567 | root     | got an error while analyzing fts_alloc
ERROR   | 2021-12-02 17:46:51,568 | root     | b'out of memory'
ERROR   | 2021-12-02 17:46:51,569 | root     | got an error while analyzing fts_lfree
ERROR   | 2021-12-02 17:46:52,149 | root     | b'out of memory'
ERROR   | 2021-12-02 17:46:52,149 | root     | got an error while analyzing fts_palloc
ERROR   | 2021-12-02 17:46:52,737 | root     | b'out of memory'
ERROR   | 2021-12-02 17:46:52,737 | root     | got an error while analyzing fts_padjust
ERROR   | 2021-12-02 17:46:53,333 | root     | b'out of memory'
ERROR   | 2021-12-02 17:46:53,333 | root     | got an error while analyzing fts_maxarglen
ERROR   | 2021-12-02 17:46:54,311 | root     | b'out of memory'
ERROR   | 2021-12-02 17:46:54,311 | root     | got an error while analyzing fts_safe_changedir
ERROR   | 2021-12-02 17:46:55,717 | root     | b'out of memory'
ERROR   | 2021-12-02 17:46:55,717 | root     | got an error while analyzing map_to_failure
ERROR   | 2021-12-02 17:47:00,801 | root     | b'out of memory'
ERROR   | 2021-12-02 17:47:00,801 | root     | got an error while analyzing areadlink_with_size
ERROR   | 2021-12-02 17:48:53,587 | root     | b'out of memory'
ERROR   | 2021-12-02 17:48:53,587 | root     | got an error while analyzing i_ring_init
ERROR   | 2021-12-02 17:48:54,168 | root     | b'out of memory'
ERROR   | 2021-12-02 17:48:54,170 | root     | got an error while analyzing i_ring_empty
ERROR   | 2021-12-02 17:48:54,781 | root     | b'out of memory'
ERROR   | 2021-12-02 17:48:54,787 | root     | got an error while analyzing i_ring_push
Killed
