ERROR   | 2021-12-02 18:23:21,052 | root     | b'out of memory'
ERROR   | 2021-12-02 18:23:21,054 | root     | got an error while analyzing fill_in_uparams
ERROR   | 2021-12-02 18:23:21,775 | root     | b'out of memory'
ERROR   | 2021-12-02 18:23:21,786 | root     | got an error while analyzing find_char
ERROR   | 2021-12-02 18:23:22,299 | root     | b'out of memory'
ERROR   | 2021-12-02 18:23:22,299 | root     | got an error while analyzing make_hol
ERROR   | 2021-12-02 18:23:23,078 | root     | b'out of memory'
ERROR   | 2021-12-02 18:23:23,086 | root     | got an error while analyzing hol_add_cluster
ERROR   | 2021-12-02 18:23:23,457 | root     | b'out of memory'
ERROR   | 2021-12-02 18:23:23,457 | root     | got an error while analyzing hol_free
ERROR   | 2021-12-02 18:26:23,653 | root     | b'out of memory'
ERROR   | 2021-12-02 18:26:23,658 | root     | got an error while analyzing hol_find_entry
ERROR   | 2021-12-02 18:26:35,051 | root     | b'out of memory'
ERROR   | 2021-12-02 18:26:35,060 | root     | got an error while analyzing hol_cluster_cmp
ERROR   | 2021-12-02 18:26:35,497 | root     | b'out of memory'
ERROR   | 2021-12-02 18:26:35,505 | root     | got an error while analyzing hol_cluster_base
Killed
