WARNING | 2021-12-02 19:23:42,539 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_context
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_maildir_record
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_imaps_record
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_c_tab
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_smtps_record
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_nntp_record
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_smtp_record
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_pops_record
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_record
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_prog_record
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strin
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_pop_record
WARNING | 2021-12-02 19:23:42,540 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_profile
WARNING | 2021-12-02 19:23:42,541 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_program_name
WARNING | 2021-12-02 19:23:42,541 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_sendmail_record
WARNING | 2021-12-02 19:23:42,541 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mbox_record
WARNING | 2021-12-02 19:23:42,541 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_imap_record
WARNING | 2021-12-02 19:23:42,541 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strerr
WARNING | 2021-12-02 19:23:42,541 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strout
WARNING | 2021-12-02 19:23:42,541 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_version_copyright
WARNING | 2021-12-02 19:23:42,547 | cle.loader | For more information about "Symbol was allocated without a known size", see https://docs.angr.io/extending-angr/environment#simdata
ERROR   | 2021-12-02 19:39:51,168 | root     | b'out of memory'
ERROR   | 2021-12-02 19:39:51,176 | root     | got an error while analyzing mh_getopt_ext
ERROR   | 2021-12-02 19:44:49,382 | root     | b'out of memory'
ERROR   | 2021-12-02 19:44:49,388 | root     | got an error while analyzing print_fmt_segment
ERROR   | 2021-12-02 19:44:56,571 | root     | b'out of memory'
ERROR   | 2021-12-02 19:44:56,579 | root     | got an error while analyzing print_fmt_string
ERROR   | 2021-12-02 19:46:40,556 | root     | b'out of memory'
ERROR   | 2021-12-02 19:46:40,558 | root     | got an error while analyzing reset_fmt_defaults
ERROR   | 2021-12-02 19:46:46,389 | root     | b'out of memory'
ERROR   | 2021-12-02 19:46:46,389 | root     | got an error while analyzing format_num
ERROR   | 2021-12-02 19:47:54,086 | root     | b'out of memory'
ERROR   | 2021-12-02 19:47:54,087 | root     | got an error while analyzing format_str
ERROR   | 2021-12-02 19:48:27,210 | root     | list index out of range
ERROR   | 2021-12-02 19:48:27,211 | root     | got an error while analyzing mh_fvm_run
ERROR   | 2021-12-02 19:50:01,930 | root     | b'out of memory'
ERROR   | 2021-12-02 19:50:01,995 | root     | got an error while analyzing builtin_msg
Killed
