ERROR   | 2021-12-02 15:02:29,982 | root     | b'out of memory'
ERROR   | 2021-12-02 15:02:29,982 | root     | got an error while analyzing edit
ERROR   | 2021-12-02 15:02:30,834 | root     | b'out of memory'
ERROR   | 2021-12-02 15:02:30,834 | root     | got an error while analyzing interact
ERROR   | 2021-12-02 15:02:32,585 | root     | list index out of range
ERROR   | 2021-12-02 15:02:32,585 | root     | got an error while analyzing die
ERROR   | 2021-12-02 15:02:34,334 | root     | b'out of memory'
ERROR   | 2021-12-02 15:02:34,334 | root     | got an error while analyzing last_component
ERROR   | 2021-12-02 15:02:35,897 | root     | b'out of memory'
ERROR   | 2021-12-02 15:02:35,897 | root     | got an error while analyzing mbsstr_trimmed_wordbounded
ERROR   | 2021-12-02 15:02:39,601 | root     | b'out of memory'
ERROR   | 2021-12-02 15:02:39,601 | root     | got an error while analyzing version_etc_ar
ERROR   | 2021-12-02 15:02:40,485 | root     | b'out of memory'
ERROR   | 2021-12-02 15:02:40,485 | root     | got an error while analyzing version_etc_va
ERROR   | 2021-12-02 15:02:46,279 | root     | b'out of memory'
ERROR   | 2021-12-02 15:02:46,280 | root     | got an error while analyzing x2nrealloc
ERROR   | 2021-12-02 15:03:00,442 | root     | b'out of memory'
ERROR   | 2021-12-02 15:03:00,442 | root     | got an error while analyzing xstr_cd_iconv
ERROR   | 2021-12-02 15:03:01,977 | root     | b'out of memory'
ERROR   | 2021-12-02 15:03:01,977 | root     | got an error while analyzing xstr_iconv
ERROR   | 2021-12-02 15:03:07,534 | root     | b'out of memory'
ERROR   | 2021-12-02 15:03:07,535 | root     | got an error while analyzing locale_charset
ERROR   | 2021-12-02 15:03:08,570 | root     | b'out of memory'
ERROR   | 2021-12-02 15:03:08,571 | root     | got an error while analyzing mbiter_multi_next
ERROR   | 2021-12-02 15:03:09,607 | root     | b'out of memory'
ERROR   | 2021-12-02 15:03:09,608 | root     | got an error while analyzing mbiter_multi_reloc
ERROR   | 2021-12-02 15:03:10,653 | root     | b'out of memory'
ERROR   | 2021-12-02 15:03:10,653 | root     | got an error while analyzing mbiter_multi_copy
ERROR   | 2021-12-02 15:03:15,583 | root     | b'out of memory'
ERROR   | 2021-12-02 15:03:15,584 | root     | got an error while analyzing mbuiter_multi_next
ERROR   | 2021-12-02 15:03:16,624 | root     | b'out of memory'
ERROR   | 2021-12-02 15:03:16,624 | root     | got an error while analyzing mbuiter_multi_reloc
ERROR   | 2021-12-02 15:03:17,669 | root     | b'out of memory'
ERROR   | 2021-12-02 15:03:17,669 | root     | got an error while analyzing mbuiter_multi_copy
ERROR   | 2021-12-02 15:03:21,926 | root     | b'out of memory'
ERROR   | 2021-12-02 15:03:21,926 | root     | got an error while analyzing str_iconv
