ERROR   | 2021-12-02 18:06:10,624 | root     | b'out of memory'
ERROR   | 2021-12-02 18:06:10,626 | root     | got an error while analyzing tool_write_cb
ERROR   | 2021-12-02 18:10:14,885 | root     | b'out of memory'
ERROR   | 2021-12-02 18:10:14,890 | root     | got an error while analyzing config_free
ERROR   | 2021-12-02 18:18:06,801 | root     | b'out of memory'
ERROR   | 2021-12-02 18:18:06,804 | root     | got an error while analyzing get_param_word
ERROR   | 2021-12-02 18:20:06,339 | root     | b'out of memory'
ERROR   | 2021-12-02 18:20:06,339 | root     | got an error while analyzing stdin_seek
ERROR   | 2021-12-02 18:20:30,456 | root     | b'out of memory'
ERROR   | 2021-12-02 18:20:30,460 | root     | got an error while analyzing file_or_stdin
ERROR   | 2021-12-02 18:20:40,665 | root     | b'out of memory'
ERROR   | 2021-12-02 18:20:40,671 | root     | got an error while analyzing get_param_part
ERROR   | 2021-12-02 18:23:22,258 | root     | b'out of memory'
ERROR   | 2021-12-02 18:23:22,262 | root     | got an error while analyzing formparse
ERROR   | 2021-12-02 18:26:20,907 | root     | b'out of memory'
ERROR   | 2021-12-02 18:26:20,913 | root     | got an error while analyzing getparameter
ERROR   | 2021-12-02 18:26:23,613 | root     | b'out of memory'
ERROR   | 2021-12-02 18:26:23,618 | root     | got an error while analyzing parse_args
ERROR   | 2021-12-02 18:28:00,978 | root     | b'out of memory'
ERROR   | 2021-12-02 18:28:01,355 | root     | got an error while analyzing SetHTTPrequest
ERROR   | 2021-12-02 18:30:21,519 | root     | b'out of memory'
ERROR   | 2021-12-02 18:30:21,519 | root     | got an error while analyzing zalloc_func
ERROR   | 2021-12-02 18:31:23,014 | root     | b'out of memory'
ERROR   | 2021-12-02 18:31:23,015 | root     | got an error while analyzing get_libcurl_info
ERROR   | 2021-12-02 18:33:17,376 | root     | b'out of memory'
ERROR   | 2021-12-02 18:33:17,377 | root     | got an error while analyzing voutf.isra.0
ERROR   | 2021-12-02 18:35:00,283 | root     | b'out of memory'
ERROR   | 2021-12-02 18:35:00,283 | root     | got an error while analyzing operate
ERROR   | 2021-12-02 18:35:03,056 | root     | b'out of memory'
ERROR   | 2021-12-02 18:35:03,057 | root     | got an error while analyzing clean_getout
ERROR   | 2021-12-02 18:40:47,177 | root     | b'out of memory'
ERROR   | 2021-12-02 18:40:47,178 | root     | got an error while analyzing file2string
ERROR   | 2021-12-02 18:45:23,251 | root     | b'out of memory'
ERROR   | 2021-12-02 18:45:23,251 | root     | got an error while analyzing proto2num
ERROR   | 2021-12-02 18:45:26,520 | root     | b'out of memory'
ERROR   | 2021-12-02 18:45:26,520 | root     | got an error while analyzing check_protocol
ERROR   | 2021-12-02 18:45:29,247 | root     | b'out of memory'
ERROR   | 2021-12-02 18:45:29,247 | root     | got an error while analyzing str2offset
ERROR   | 2021-12-02 18:45:34,278 | root     | b'out of memory'
ERROR   | 2021-12-02 18:45:34,288 | root     | got an error while analyzing add2list
Killed
