WARNING | 2021-12-02 01:36:16,646 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_context
WARNING | 2021-12-02 01:36:16,646 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_maildir_record
WARNING | 2021-12-02 01:36:16,646 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_imaps_record
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_c_tab
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_smtps_record
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_nntp_record
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_smtp_record
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_pops_record
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_record
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_prog_record
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strin
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_pop_record
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_profile
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_program_name
WARNING | 2021-12-02 01:36:16,647 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_sendmail_record
WARNING | 2021-12-02 01:36:16,648 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mbox_record
WARNING | 2021-12-02 01:36:16,648 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_imap_record
WARNING | 2021-12-02 01:36:16,648 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strerr
WARNING | 2021-12-02 01:36:16,648 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strout
WARNING | 2021-12-02 01:36:16,648 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_version_copyright
WARNING | 2021-12-02 01:36:16,654 | cle.loader | For more information about "Symbol was allocated without a known size", see https://docs.angr.io/extending-angr/environment#simdata
ERROR   | 2021-12-02 01:55:58,477 | root     | b'out of memory'
ERROR   | 2021-12-02 01:55:58,477 | root     | got an error while analyzing print_string
ERROR   | 2021-12-02 01:56:00,502 | root     | b'out of memory'
ERROR   | 2021-12-02 01:56:00,502 | root     | got an error while analyzing print_fmt_string
ERROR   | 2021-12-02 01:56:01,202 | root     | b'out of memory'
ERROR   | 2021-12-02 01:56:01,202 | root     | got an error while analyzing reset_fmt_defaults
ERROR   | 2021-12-02 01:56:01,894 | root     | b'out of memory'
ERROR   | 2021-12-02 01:56:01,895 | root     | got an error while analyzing format_num
ERROR   | 2021-12-02 01:57:03,641 | root     | list index out of range
ERROR   | 2021-12-02 01:57:03,641 | root     | got an error while analyzing mh_fvm_run
ERROR   | 2021-12-02 01:57:06,083 | root     | b'out of memory'
ERROR   | 2021-12-02 01:57:06,083 | root     | got an error while analyzing builtin_msg
ERROR   | 2021-12-02 01:57:06,673 | root     | b'out of memory'
ERROR   | 2021-12-02 01:57:06,673 | root     | got an error while analyzing builtin_cur
ERROR   | 2021-12-02 01:57:07,278 | root     | b'out of memory'
ERROR   | 2021-12-02 01:57:07,278 | root     | got an error while analyzing builtin_size
ERROR   | 2021-12-02 01:57:07,871 | root     | b'out of memory'
ERROR   | 2021-12-02 01:57:07,871 | root     | got an error while analyzing builtin_strlen
ERROR   | 2021-12-02 01:57:08,461 | root     | b'out of memory'
ERROR   | 2021-12-02 01:57:08,462 | root     | got an error while analyzing builtin_width
ERROR   | 2021-12-02 01:57:09,057 | root     | b'out of memory'
ERROR   | 2021-12-02 01:57:09,057 | root     | got an error while analyzing builtin_charleft
ERROR   | 2021-12-02 02:00:50,432 | root     | b'out of memory'
ERROR   | 2021-12-02 02:00:50,433 | root     | got an error while analyzing builtin_in_reply_to
ERROR   | 2021-12-02 02:00:51,020 | root     | b'out of memory'
ERROR   | 2021-12-02 02:00:51,020 | root     | got an error while analyzing builtin_references
ERROR   | 2021-12-02 02:01:24,151 | root     | b'out of memory'
ERROR   | 2021-12-02 02:01:24,151 | root     | got an error while analyzing mh_format_dump_disass
ERROR   | 2021-12-02 02:01:24,750 | root     | b'out of memory'
ERROR   | 2021-12-02 02:01:24,751 | root     | got an error while analyzing mh_fvm_create
ERROR   | 2021-12-02 02:01:25,970 | root     | b'out of memory'
ERROR   | 2021-12-02 02:01:25,970 | root     | got an error while analyzing mh_fvm_set_output
ERROR   | 2021-12-02 02:01:26,559 | root     | b'out of memory'
ERROR   | 2021-12-02 02:01:26,559 | root     | got an error while analyzing mh_fvm_set_width
ERROR   | 2021-12-02 02:01:27,153 | root     | b'out of memory'
ERROR   | 2021-12-02 02:01:27,154 | root     | got an error while analyzing mh_fvm_set_format
ERROR   | 2021-12-02 02:02:02,501 | root     | b'out of memory'
ERROR   | 2021-12-02 02:02:02,501 | root     | got an error while analyzing part_match
ERROR   | 2021-12-02 02:02:03,105 | root     | b'out of memory'
ERROR   | 2021-12-02 02:02:03,105 | root     | got an error while analyzing match_char_class
