ERROR   | 2021-12-01 21:41:32,090 | root     | b'out of memory'
ERROR   | 2021-12-01 21:41:32,091 | root     | got an error while analyzing find_bind_mount
ERROR   | 2021-12-01 21:41:33,230 | root     | b'out of memory'
ERROR   | 2021-12-01 21:41:35,028 | root     | got an error while analyzing out_mount_point
ERROR   | 2021-12-01 21:42:08,287 | root     | b'out of memory'
ERROR   | 2021-12-01 21:42:08,288 | root     | got an error while analyzing print_it
ERROR   | 2021-12-01 21:44:41,613 | root     | b'out of memory'
ERROR   | 2021-12-01 21:44:41,617 | root     | got an error while analyzing areadlink_with_size
ERROR   | 2021-12-01 21:45:19,549 | root     | b'out of memory'
ERROR   | 2021-12-01 21:45:19,553 | root     | got an error while analyzing last_component
ERROR   | 2021-12-01 21:45:53,480 | root     | b'out of memory'
ERROR   | 2021-12-01 21:45:53,481 | root     | got an error while analyzing strmode
ERROR   | 2021-12-01 21:45:54,308 | root     | b'out of memory'
ERROR   | 2021-12-01 21:45:54,313 | root     | got an error while analyzing filemodestring
ERROR   | 2021-12-01 21:47:41,538 | root     | b'out of memory'
ERROR   | 2021-12-01 21:47:41,542 | root     | got an error while analyzing quotearg_buffer_restyled
ERROR   | 2021-12-01 21:48:15,881 | root     | b'out of memory'
ERROR   | 2021-12-01 21:48:15,882 | root     | got an error while analyzing quotearg_alloc_mem
ERROR   | 2021-12-01 21:48:51,590 | root     | b'out of memory'
ERROR   | 2021-12-01 21:48:51,593 | root     | got an error while analyzing quotearg_n_options
ERROR   | 2021-12-01 21:49:51,477 | root     | b'out of memory'
ERROR   | 2021-12-01 21:49:51,480 | root     | got an error while analyzing get_stat_ctime
ERROR   | 2021-12-01 21:50:06,971 | root     | b'out of memory'
ERROR   | 2021-12-01 21:50:06,971 | root     | got an error while analyzing memcpy_uppcase
ERROR   | 2021-12-01 21:50:36,569 | root     | b'out of memory'
ERROR   | 2021-12-01 21:50:36,569 | root     | got an error while analyzing strftime_case_
ERROR   | 2021-12-01 21:51:14,713 | root     | b'out of memory'
ERROR   | 2021-12-01 21:51:14,713 | root     | got an error while analyzing version_etc_ar
ERROR   | 2021-12-01 21:51:15,574 | root     | b'out of memory'
ERROR   | 2021-12-01 21:51:15,578 | root     | got an error while analyzing version_etc_va
ERROR   | 2021-12-01 21:52:05,853 | root     | b'out of memory'
ERROR   | 2021-12-01 21:52:05,855 | root     | got an error while analyzing cdb_free
ERROR   | 2021-12-01 21:52:06,825 | root     | b'out of memory'
ERROR   | 2021-12-01 21:52:06,840 | root     | got an error while analyzing cdb_advance_fd
ERROR   | 2021-12-01 21:53:40,028 | root     | b'out of memory'
ERROR   | 2021-12-01 21:53:40,045 | root     | got an error while analyzing chdir_long
Killed
