WARNING | 2021-12-02 01:38:42,993 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_context
WARNING | 2021-12-02 01:38:42,993 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_maildir_record
WARNING | 2021-12-02 01:38:42,993 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_imaps_record
WARNING | 2021-12-02 01:38:42,993 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_c_tab
WARNING | 2021-12-02 01:38:42,993 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_smtps_record
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_nntp_record
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_smtp_record
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_pops_record
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_record
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_prog_record
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strin
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_pop_record
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mh_profile
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_program_name
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_sendmail_record
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_mbox_record
WARNING | 2021-12-02 01:38:42,994 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_imap_record
WARNING | 2021-12-02 01:38:42,995 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strerr
WARNING | 2021-12-02 01:38:42,995 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_strout
WARNING | 2021-12-02 01:38:42,995 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: mu_version_copyright
WARNING | 2021-12-02 01:38:43,001 | cle.loader | For more information about "Symbol was allocated without a known size", see https://docs.angr.io/extending-angr/environment#simdata
ERROR   | 2021-12-02 02:07:00,492 | root     | b'out of memory'
ERROR   | 2021-12-02 02:07:00,492 | root     | got an error while analyzing part_match
ERROR   | 2021-12-02 02:07:01,065 | root     | b'out of memory'
ERROR   | 2021-12-02 02:07:01,065 | root     | got an error while analyzing match_char_class
ERROR   | 2021-12-02 02:07:59,640 | root     | b'out of memory'
ERROR   | 2021-12-02 02:07:59,640 | root     | got an error while analyzing mh_find_file
ERROR   | 2021-12-02 02:08:00,740 | root     | b'out of memory'
ERROR   | 2021-12-02 02:08:00,740 | root     | got an error while analyzing mh_spawnp
ERROR   | 2021-12-02 02:09:29,375 | root     | b'out of memory'
ERROR   | 2021-12-02 02:09:29,375 | root     | got an error while analyzing mh_quote
ERROR   | 2021-12-02 02:09:41,575 | root     | b'out of memory'
ERROR   | 2021-12-02 02:09:41,575 | root     | got an error while analyzing mu_locus_point_same_file
ERROR   | 2021-12-02 02:09:42,425 | root     | b'out of memory'
ERROR   | 2021-12-02 02:09:42,425 | root     | got an error while analyzing mu_locus_point_same_line
ERROR   | 2021-12-02 02:09:43,261 | root     | b'out of memory'
ERROR   | 2021-12-02 02:09:43,264 | root     | got an error while analyzing mu_locus_point_eq
ERROR   | 2021-12-02 02:09:43,929 | root     | b'out of memory'
ERROR   | 2021-12-02 02:09:43,929 | root     | got an error while analyzing ctx_push
ERROR   | 2021-12-02 02:09:50,224 | root     | b'out of memory'
ERROR   | 2021-12-02 02:09:50,225 | root     | got an error while analyzing yy_symbol_print
ERROR   | 2021-12-02 02:09:51,106 | root     | b'out of memory'
